Stock_A,Stock_B,Hedge_Ratio,ADF_Stat,Half_Life,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Max_Drawdown
ONGC.NS,POWERGRID.NS,0.8565177030133854,-4.81054229115154,20.9444660715716,4.822327276838499,0.3830436903395338,0.29448467649795534,1.3007253718418632,-0.17865058573699125
GAIL.NS,POWERGRID.NS,0.6102123020652458,-4.306217414707347,20.732176645895915,3.9760861652969544,0.34363192181443747,0.26842802893910594,1.280164084103124,-0.264734770191795
GAIL.NS,IOC.NS,1.205702873711202,-4.067724319101216,29.630373704987946,3.3118640852651886,0.3086592695538479,0.26558880293156495,1.1621697381323002,-0.3170098989043212
COALINDIA.NS,NTPC.NS,1.2023426279060447,-4.224154217109915,19.39720508693407,2.2218337334403544,0.2403080841915861,0.25029340461669203,0.9601055391755217,-0.2558869098301559
