Stock_A,Stock_B,Hedge_Ratio,ADF_Stat,ADF_PValue,Correlation,Half_Life,Spread_Mean,Spread_Std,Valid
IGARASHI.NS,WIPRO.NS,2.729636929609934,-3.1686449745604675,0.02187289407069878,0.8195308841422126,5.967325980457706,-202.00745511839293,46.56866675538178,True
CORALFINAC.NS,HCLTECH.NS,0.030495896288937552,-3.157329594144785,0.022591323662367168,0.7680235719106967,5.015299225067513,-6.815307873199253,3.134331915089669,True
CYIENT.NS,DATAMATICS.NS,3.1607610504301924,-3.1563645402220284,0.022653530992346405,0.5860944896246696,5.646907157616286,-608.2339972204297,140.57734561002528,True
CYIENT.NS,KPITTECH.NS,1.3230157358614965,-3.1555517193889533,0.02270604032692323,0.6349271789258889,9.252918058820729,-386.44638338530143,134.04146447673148,True
OFSS.NS,SARLAPOLY.NS,36.40814403789673,-3.153296639649297,0.0228522732764013,0.5064561887962151,13.364235227944267,5278.309845555739,951.4138568948837,True
NEWGEN.NS,TATAELXSI.NS,0.2600190794674926,-3.1432588711472005,0.023513106547486926,0.6181323016366355,10.505047050314921,-402.09216887154,162.41987471688688,True
CYIENT.NS,IGARASHI.NS,1.866933371157097,-3.1409357650534946,0.023668378758243833,0.8744626318139892,4.868118130762257,337.93881312767394,84.1637562174866,True
TATAELXSI.NS,TECHM.NS,3.691953867480717,-3.108499000369211,0.025930584452171886,0.8833289998538225,5.151963131085199,213.40911579617537,230.24832289569068,True
EMUDHRA.NS,TATAELXSI.NS,-0.037152221323345475,-3.10182050350111,0.02641875609307517,-0.23148110664786964,10.939820865777879,1015.7482667950865,76.69416165434009,True
MASTEK.NS,PANACHE.NS,1.620039545345379,-3.094602523166012,0.026955213075053806,0.2897512205483074,11.404952509484593,2016.087322692888,226.5763883109727,True
MASTEK.NS,OFSS.NS,0.18145307832779325,-3.085689393296201,0.02763052407316261,0.8457388417890511,6.52819775186313,840.1704336716625,126.31933992935735,True
KPITTECH.NS,TECHM.NS,0.5158757376810206,-3.078093965805728,0.028217382686789527,0.7281219597325531,5.343431358779311,511.6776043041225,57.073351288897065,True
OFSS.NS,TCS.NS,2.3766390514807014,-3.071494059839588,0.028735948575187853,0.6150120743444919,13.070851064446988,88.05723353661632,870.0411735945445,True
CORALFINAC.NS,INTELLECT.NS,0.01623770511891499,-3.04589137843431,0.030825339389836195,0.6260660993612969,7.873008241198915,29.058260417443375,3.816326725328756,True
ARROWGREEN.NS,SONATSOFTW.NS,0.8641819815503745,-3.030796362232142,0.032116788778699785,0.8485252141891109,7.873923293417214,265.2433890271706,45.1792576063242,True
CORALFINAC.NS,ECLERX.NS,0.009484994056811826,-3.0264885308643152,0.032493663680648995,0.7478038917475659,6.866223300731506,14.467776176064378,3.2493356258593855,True
KPITTECH.NS,TATAELXSI.NS,0.12932833355491571,-2.9916001118817803,0.03568632522569578,0.762933148782057,5.3100918116254405,543.3911198997171,53.82852163958398,True
ARROWGREEN.NS,MPHASIS.NS,0.2745557997230347,-2.9803724891511107,0.036768463872512314,0.7190159069899839,10.680507559898626,-62.771329354973,59.33856538440528,True
KPITTECH.NS,TCS.NS,0.1813999247357408,-2.9726987281718746,0.03752385600807084,0.6220521068499104,5.792139281030728,652.0762761182767,65.19397773363607,True
EMUDHRA.NS,PANACHE.NS,0.990883006382284,-2.9554157856966365,0.0392730183525058,0.5321784851521848,10.575235557363973,550.9695523081547,66.74456836120264,True
CORALFINAC.NS,OFSS.NS,0.0037725671200885065,-2.9552499310054037,0.03929012953579022,0.8505234822636148,5.290805567992167,10.737203371337769,2.5740253344388973,True
CORALFINAC.NS,DATAMATICS.NS,0.09129444449101458,-2.943059592560923,0.040565011015233014,0.6001246961605751,5.740005556140262,-12.894383792855642,3.914878035386082,True
EMUDHRA.NS,TECHM.NS,-0.12240851021001181,-2.938410074733872,0.04106028862245245,-0.18247719648026875,12.029579542135247,985.0284820999148,77.51173862340703,True
CYIENT.NS,TCS.NS,0.5130155474336637,-2.937598900053532,0.04114721216257419,0.8442656079646698,4.187109878301741,-511.67325164945015,92.98313958159208,True
EMUDHRA.NS,NAZARA.NS,-0.16189464411053284,-2.936718223659599,0.04124175724282123,-0.33043953627279465,11.836288007578881,969.8900973124586,74.40697099430484,True
ELECON.NS,SARLAPOLY.NS,5.867931162324236,-2.9339794148433977,0.04153694193515838,0.921622012667199,5.534353860283786,4.553798869857186,37.925814222763265,True
MASTEK.NS,TCS.NS,0.6377768466493563,-2.932468532403287,0.04170053569211518,0.7692386526915821,7.299888459256298,108.81893629675965,151.26246391483255,True
EMUDHRA.NS,INTELLECT.NS,-0.0808161325118173,-2.9210464508115783,0.04295475127740691,-0.19344231387833677,11.973366637876136,867.9049681136294,77.3463077040591,True
CORALFINAC.NS,NEWGEN.NS,0.019303380767332873,-2.920222130871154,0.04304646884708123,0.8149482698785321,5.307458201540483,21.581915892028587,2.8363363539183064,True
CORALFINAC.NS,PERSISTENT.NS,0.007928526855635871,-2.9067978804195103,0.04456318795492607,0.7127723308722028,6.091506796437121,-1.1919407587327318,3.4327485086255,True
EMUDHRA.NS,SARLAPOLY.NS,-0.6354879949110026,-2.9040065249582168,0.04488407290704647,-0.12372512555885617,12.205453812570664,855.4760692829343,78.22964849944131,True
EMUDHRA.NS,KPITTECH.NS,-0.11302321361873671,-2.8945991924243066,0.04597965216017509,-0.11937286377141015,12.396704103932045,943.84974456284,78.27166507919317,True
NEWGEN.NS,TECHM.NS,0.9738518656893916,-2.8769313904353657,0.04809707805810911,0.5539050773977984,11.389020822889997,-368.03003639226745,172.0289658496297,True
CORALFINAC.NS,NAZARA.NS,0.010652250824746811,-2.8747475132337508,0.048364308575148944,0.35022168182283553,10.132651278969412,32.06921977160567,4.584206552467859,True
HCLTECH.NS,SONATSOFTW.NS,1.2563291399899883,-2.8722451099282327,0.04867201948202551,0.8544900838768912,5.566113229126161,1112.5575284722318,64.02811721133989,True
HCLTECH.NS,TANLA.NS,1.1727605812236408,-2.8647791935709437,0.04959967413379107,0.7927804005502974,5.567278399855619,999.8526923271642,75.12615140008214,True
ARROWGREEN.NS,NEWGEN.NS,0.2990959377103302,-2.8629820360742078,0.0498251337787095,0.7238190064069359,12.280170800557373,295.3485190419087,58.91134708651978,True
